Code;Libellé;Taux d'équipements socio-culturels pour 10 000 habitants 2023;Taux d'équipements sportifs pour 1 000 habitants 2023;Nombre d'équipements sportifs 2023;Nombre d'équipements socio-culturels 2023;Nombre de licenciés sportifs pour 100 habitants 2021
45258;Puiseaux;2.9;3.8;13.0;1.0;24.2
46201;Montcuq-en-Quercy-Blanc;5.5;5.5;10.0;1.0;13.8
46225;Prayssac;8.3;4.5;11.0;2.0;15.0
46231;Puy-l'Évêque;5.2;5.7;11.0;1.0;18.1
47021;Barbaste;13.3;8.0;12.0;2.0;20.1
47052;Casteljaloux;4.4;5.3;24.0;2.0;19.1
47054;Castelmoron-sur-Lot;5.6;5.0;9.0;1.0;17.2
47106;Fumel;2.1;5.9;28.0;1.0;15.4
48061;Florac Trois Rivières;9.6;6.2;13.0;2.0;32.8
48092;Marvejols;4.2;6.4;30.0;2.0;31.2
48094;Massegros Causses Gorges;21.2;14.8;14.0;2.0;20.0
48099;Bourgs sur Colagne;14.3;7.7;16.0;3.0;32.6
49002;Allonnes;3.4;6.1;18.0;1.0;21.4
49215;Montreuil-Bellay;2.7;5.9;22.0;1.0;17.1
49261;Gennes-Val-de-Loire;5.9;6.4;54.0;5.0;21.0
49373;Lys-Haut-Layon;5.2;2.7;21.0;4.0;23.0
50147;Coutances;6.0;5.1;43.0;5.0;20.3
50267;Lessay;4.5;6.7;15.0;1.0;16.7
50393;Percy-en-Normandie;3.8;2.7;7.0;1.0;19.7
53188;Renazé;11.9;5.2;13.0;3.0;19.1
54135;Colombey-les-Belles;6.9;6.2;9.0;1.0;19.7
54425;Piennes;8.1;2.8;7.0;2.0;10.1
54432;Pont-Saint-Vincent;0.0;3.9;7.0;0.0;14.4
55502;Stenay;20.1;6.8;17.0;5.0;28.5
56053;Elven;1.6;1.9;12.0;1.0;31.0
56073;Guémené-sur-Scorff;18.9;14.2;15.0;2.0;24.8
56075;Guer;3.3;5.6;34.0;2.0;22.4
56101;Languidic;0.0;1.9;15.0;0.0;28.7
56143;Muzillac;4.0;3.6;18.0;2.0;27.1
56166;Plouay;1.7;3.3;19.0;1.0;33.9
56190;Réguiny;0.0;6.6;13.0;0.0;21.7
56198;Rohan;6.2;11.2;18.0;1.0;23.8
56222;Saint-Jean-Brévelay;3.5;7.7;22.0;1.0;29.4
56244;Sérent;3.2;3.8;12.0;1.0;24.9
57160;Creutzwald;0.8;4.1;53.0;1.0;16.7
57240;Freyming-Merlebach;2.3;3.7;48.0;3.0;15.2
58134;Imphy;3.1;5.6;18.0;1.0;16.6
58218;Prémery;5.5;3.8;7.0;1.0;15.9
59136;Le Cateau-Cambrésis;4.3;2.4;17.0;3.0;18.1
59153;Condé-sur-l'Escaut;1.1;2.1;20.0;1.0;9.2
59525;Sains-du-Nord;3.6;4.3;12.0;1.0;10.9
60471;Noyon;4.5;3.1;41.0;6.0;15.6
61063;Briouze;6.6;4.6;7.0;1.0;24.8
61168;La Ferté Macé;5.8;3.7;19.0;3.0;19.0
61258;Le Mêle-sur-Sarthe;15.2;9.1;6.0;1.0;20.5
61484;Val-au-Perche;8.8;4.4;15.0;3.0;16.5
61486;Tinchebray-Bocage;2.0;4.7;23.0;1.0;18.5
62186;Bully-les-Mines;0.8;2.0;24.0;1.0;13.7
62361;Frévent;3.0;2.1;7.0;1.0;12.5
62447;Hesdin;4.5;2.7;6.0;1.0;13.1
62534;Lumbres;2.8;3.9;14.0;1.0;19.2
62758;Saint-Martin-Boulogne;0.9;2.9;32.0;1.0;13.8
62907;Libercourt;1.2;3.3;27.0;1.0;14.9
63010;Arlanc;11.1;7.8;14.0;2.0;11.1
63047;La Bourboule;11.4;6.3;11.0;2.0;11.8
63048;Bourg-Lastic;11.5;5.8;5.0;1.0;11.8
63103;Châtel-Guyon;1.6;3.5;22.0;1.0;26.7
63116;Combronde;4.7;3.3;7.0;1.0;20.1
63125;Courpière;5.0;5.7;23.0;2.0;18.3
63165;Giat;12.6;11.3;9.0;1.0;6.8
63236;Mont-Dore;15.7;18.8;24.0;2.0;23.8
63285;Pontgibaud;13.4;9.4;7.0;1.0;23.4
63415;Sauxillanges;7.6;6.9;9.0;1.0;19.5
63457;Vic-le-Comte;1.9;4.2;22.0;1.0;31.3
64410;Mourenx;3.4;5.3;31.0;2.0;15.4
64417;Nay;3.1;6.8;22.0;1.0;16.1
65304;Maubourguet;8.9;6.7;15.0;2.0;21.4
66003;Amélie-les-Bains-Palalda;8.4;4.7;17.0;3.0;13.6
66004;Les Angles;36.6;22.0;12.0;2.0;15.3
66024;Le Boulou;5.6;2.4;13.0;3.0;15.2
67095;Diemeringen;6.3;5.0;8.0;1.0;17.6
67324;Niederbronn-les-Bains;6.9;2.1;9.0;3.0;19.7
67434;Sarre-Union;7.2;5.7;16.0;2.0;18.9
67520;Wasselonne;1.7;3.5;20.0;1.0;18.8
68287;Rouffach;4.8;3.3;14.0;2.0;30.0
69066;Cours;4.6;3.4;15.0;2.0;21.5
69176;Soucieu-en-Jarrest;2.2;2.4;11.0;1.0;25.1
69238;Saint-Symphorien-sur-Coise;5.4;2.7;10.0;2.0;16.4
69287;Saint-Bonnet-de-Mure;0.0;1.0;7.0;0.0;23.3
70026;Arc-lès-Gray;0.0;1.6;4.0;0.0;17.6
70228;Faverney;10.2;7.1;7.0;1.0;26.0
70285;Héricourt;2.8;3.9;41.0;3.0;15.4
70421;Port-sur-Saône;3.4;5.1;15.0;1.0;15.9
70451;Ronchamp;3.6;5.5;15.0;1.0;12.5
70467;Saint-Loup-sur-Semouse;3.3;5.9;18.0;1.0;10.6
71047;Bourbon-Lancy;6.4;5.3;25.0;3.0;21.8
71157;Cuiseaux;5.5;3.3;6.0;1.0;20.4
71190;Épinac;4.7;5.6;12.0;1.0;19.5
71342;Paray-le-Monial;4.3;4.6;42.0;4.0;18.2
71543;Tournus;7.2;4.5;25.0;4.0;16.6
71566;Verdun-sur-le-Doubs;20.5;8.2;8.0;2.0;13.6
72132;La Ferté-Bernard;3.4;4.5;40.0;3.0;19.0
72143;Le Grand-Lucé;5.2;7.8;15.0;1.0;18.2
72179;Malicorne-sur-Sarthe;5.3;4.8;9.0;1.0;13.8
72180;Mamers;3.9;6.1;31.0;2.0;15.2
72205;Montbizot;0.0;2.7;5.0;0.0;18.2
72289;Sainte-Jamme-sur-Sarthe;5.0;4.5;9.0;1.0;23.2
73105;Les Échelles;8.0;2.4;3.0;1.0;20.6
73117;Fourneaux;28.7;4.3;3.0;2.0;13.1
73171;Montmélian;4.9;4.7;19.0;2.0;21.6
74002;Alby-sur-Chéran;3.8;4.1;11.0;1.0;37.2
74137;Groisy;2.5;3.0;12.0;1.0;34.8
74224;La Roche-sur-Foron;2.7;1.8;20.0;3.0;28.9
74276;Taninges;2.9;2.9;10.0;1.0;36.2
76219;Doudeville;8.1;4.4;11.0;2.0;15.9
76254;Étretat;24.2;7.3;9.0;3.0;21.6
76255;Eu;4.5;2.3;15.0;3.0;17.3
76258;Terres-de-Caux;2.4;3.6;15.0;1.0;17.2
76276;Forges-les-Eaux;5.3;5.3;20.0;2.0;12.7
76462;Neufchâtel-en-Bray;6.5;3.7;17.0;3.0;18.3
76711;Le Tréport;4.5;3.6;16.0;2.0;11.7
77159;Donnemarie-Dontilly;3.6;3.3;9.0;1.0;12.2
77316;Moret-Loing-et-Orvanne;2.4;2.7;34.0;3.0;19.6
77379;Provins;4.1;2.1;25.0;5.0;12.8
78062;Beynes;6.6;1.2;9.0;5.0;26.8
78531;Rosny-sur-Seine;1.4;1.9;13.0;1.0;20.9
79195;Nueil-les-Aubiers;3.6;3.2;18.0;2.0;17.3
79299;Saint-Varent;8.3;3.3;8.0;2.0;18.7
80182;Cayeux-sur-Mer;4.1;5.4;13.0;1.0;13.7
81105;Graulhet;3.1;2.6;33.0;4.0;19.3
81219;Puylaurens;3.1;5.3;17.0;1.0;29.2
81271;Saint-Sulpice-la-Pointe;2.1;2.1;20.0;2.0;31.8
82013;Beaumont-de-Lomagne;7.9;6.4;24.0;3.0;30.7
82151;Roquecor;24.9;5.0;2.0;1.0;12.6
83072;Lorgues;2.2;2.3;21.0;2.0;18.9
83107;Roquebrune-sur-Argens;2.8;3.0;43.0;4.0;21.0
83116;Saint-Maximin-la-Sainte-Baume;1.7;2.2;39.0;3.0;20.5
84003;Apt;5.5;4.1;45.0;6.0;13.5
84069;Malaucène;3.7;2.9;8.0;1.0;15.7
84076;Mirabeau;7.2;2.9;4.0;1.0;17.7
84088;Pernes-les-Fontaines;1.0;2.7;28.0;1.0;25.0
84129;Sorgues;2.1;1.8;35.0;4.0;22.2
85128;Luçon;3.1;4.0;38.0;3.0;19.2
85151;Mortagne-sur-Sèvre;1.6;3.1;19.0;1.0;24.6
85154;Mouilleron-Saint-Germain;22.4;3.4;6.0;4.0;24.2
86112;L'Isle-Jourdain;8.6;8.6;10.0;1.0;19.3
86165;Montmorillon;5.1;6.3;37.0;3.0;16.4
86207;La Roche-Posay;6.4;7.6;12.0;1.0;20.4
87059;Le Dorat;13.0;5.2;8.0;2.0;17.5
87106;Nexon;8.0;2.8;7.0;2.0;22.3
88078;Bruyères;3.3;3.6;11.0;1.0;13.8
88310;Monthureux-sur-Saône;0.0;6.7;6.0;0.0;18.3
88351;Plombières-les-Bains;12.8;8.3;13.0;2.0;13.9
89073;Champignelles;11.0;5.5;5.0;1.0;10.5
90053;Grandvillars;3.3;3.0;9.0;1.0;11.3
91200;Dourdan;5.6;2.9;31.0;6.0;19.8
91232;La Ferté-Alais;2.7;3.8;14.0;1.0;20.0
97116;Morne-à-l'Eau;0.6;1.7;27.0;1.0;12.1
97130;Terre-de-Bas;10.6;8.5;8.0;1.0;1.4
97232;Le Vauclin;1.2;1.4;12.0;1.0;12.8
97405;Petite-Île;4.8;2.2;27.0;6.0;12.3
97424;Cilaos;5.4;4.0;22.0;3.0;6.4
;;;;;;
01303;Poncin;5.9;8.3;14.0;1.0;22.5
02360;Villeneuve-sur-Aisne;0.0;5.8;16.0;0.0;19.4
02543;Neuilly-Saint-Front;0.0;4.9;10.0;0.0;13.8
02720;Sissonne;4.8;8.7;18.0;1.0;17.3
02789;Vervins;15.4;5.0;13.0;4.0;18.2
04019;Barcelonnette;11.7;9.0;23.0;3.0;33.2
04166;Riez;12.0;7.8;13.0;2.0;16.1
05046;Embrun;4.7;5.6;36.0;3.0;35.0
06136;Sospel;2.6;4.5;17.0;1.0;15.1
07042;Bourg-Saint-Andéol;2.8;2.8;20.0;2.0;19.0
07181;Le Pouzin;3.5;2.4;7.0;1.0;22.5
07341;Villeneuve-de-Berg;3.3;1.3;4.0;1.0;21.2
08185;Fumay;0.0;4.1;13.0;0.0;9.7
08311;Mouzon;13.5;4.0;9.0;3.0;11.6
08328;Nouzonville;1.8;2.8;16.0;1.0;12.8
09185;Mazères;5.2;4.4;17.0;2.0;27.8
10401;Vendeuvre-sur-Barse;4.3;4.3;10.0;1.0;12.3
11170;Gruissan;1.9;3.5;18.0;1.0;22.7
11203;Lézignan-Corbières;2.7;3.5;39.0;3.0;14.1
11206;Limoux;3.9;4.6;47.0;4.0;17.0
12224;Saint Geniez d'Olt et d'Aubrac;9.0;5.0;11.0;2.0;22.1
13014;Berre-l'Étang;2.9;2.0;28.0;4.0;16.1
13050;Lambesc;3.0;2.4;24.0;3.0;25.1
13084;La Roque-d'Anthéron;1.8;4.1;22.0;1.0;20.4
13110;Trets;1.9;2.3;24.0;2.0;19.5
14371;Livarot-Pays-d'Auge;3.2;2.3;14.0;2.0;15.7
14689;Thury-Harcourt-le-Hom;2.8;6.1;22.0;1.0;22.1
14726;Valdallière;3.5;3.0;17.0;2.0;17.8
14754;Villers-sur-Mer;8.0;6.4;16.0;2.0;21.9
15001;Allanche;25.1;10.1;8.0;2.0;20.6
15083;Jussac;4.9;3.5;7.0;1.0;24.7
15134;Montsalvy;12.3;12.3;10.0;1.0;32.0
15140;Naucelles;4.7;2.8;6.0;1.0;29.9
15141;Neussargues en Pinatelle;17.4;4.6;8.0;3.0;15.1
15153;Pleaux;13.8;8.3;12.0;2.0;10.9
15204;Saint-Paul-des-Landes;6.5;0.0;0.0;1.0;25.7
15258;Vic-sur-Cère;10.7;9.7;18.0;2.0;21.7
16028;Barbezieux-Saint-Hilaire;4.2;4.8;23.0;2.0;21.9
16408;Villebois-Lavalette;14.0;7.0;5.0;1.0;25.0
17024;Aulnay;7.6;9.1;12.0;1.0;29.6
17127;Courçon;10.6;4.3;8.0;2.0;21.4
17219;Marennes-Hiers-Brouage;3.2;2.7;17.0;2.0;15.0
17236;Mirambeau;6.6;8.6;13.0;1.0;18.6
17283;Pons;4.8;4.8;20.0;2.0;17.9
17284;Pont-l'Abbé-d'Arnoult;5.6;6.2;11.0;1.0;23.3
18127;Lignières;14.7;6.6;9.0;2.0;13.9
18141;Mehun-sur-Yèvre;3.1;3.1;20.0;2.0;18.2
18197;Saint-Amand-Montrond;3.2;4.7;45.0;3.0;14.9
18207;Saint-Florent-sur-Cher;3.1;2.3;15.0;2.0;18.2
18223;Saint-Martin-d'Auxigny;4.0;3.2;8.0;1.0;14.8
19028;Bort-les-Orgues;7.7;6.2;16.0;2.0;17.1
19148;Neuvic;24.0;8.4;14.0;4.0;32.7
19276;Uzerche;7.2;5.7;16.0;2.0;20.1
21663;Venarey-les-Laumes;3.6;6.0;17.0;1.0;15.5
21710;Vitteaux;9.4;6.6;7.0;1.0;12.7
22020;Broons;3.4;5.2;15.0;1.0;19.1
22032;Caulnes;4.0;2.0;5.0;1.0;19.2
22172;Plancoët;3.3;3.0;9.0;1.0;23.7
23030;Bourganeuf;8.1;6.5;16.0;2.0;16.3
23061;Chénérailles;13.3;14.6;11.0;1.0;24.8
23075;Dun-le-Palestel;18.3;13.8;15.0;2.0;20.1
24068;Le Buisson-de-Cadouin;15.5;3.6;7.0;3.0;13.1
24167;Eymet;3.9;3.1;8.0;1.0;22.2
24212;Issigeac;13.4;6.7;5.0;1.0;15.9
24223;Lalinde;7.1;8.5;24.0;2.0;18.7
24227;Lanouaille;10.4;5.2;5.0;1.0;19.5
24311;Nontron;9.9;4.6;14.0;3.0;15.6
24354;La Roche-Chalais;6.6;4.7;14.0;2.0;10.4
25156;Pays-de-Clerval;8.8;7.9;9.0;1.0;14.7
25578;Valdahon;3.5;3.3;19.0;2.0;22.2
26074;La Chapelle-en-Vercors;13.8;20.7;15.0;1.0;48.1
26113;Die;8.4;3.8;18.0;4.0;22.5
26333;Saint-Vallier;7.5;4.7;19.0;3.0;15.7
27016;Les Andelys;2.5;3.2;26.0;2.0;13.7
27022;Le Val d'Hazey;1.9;3.0;16.0;1.0;14.6
27112;Breteuil;2.3;3.7;16.0;1.0;12.2
27226;Étrépagny;2.7;3.8;14.0;1.0;16.2
27284;Gisors;2.5;2.3;27.0;3.0;13.5
27413;Montfort-sur-Risle;0.0;7.7;6.0;0.0;26.8
27438;Nonancourt;4.4;4.4;10.0;1.0;14.1
27469;Pont-de-l'Arche;2.4;3.6;15.0;1.0;21.2
27502;Rugles;0.0;3.2;7.0;0.0;14.0
28089;Châteauneuf-en-Thymerais;3.8;4.6;12.0;1.0;19.9
29117;Lannilis;1.8;3.2;18.0;1.0;33.4
29124;Lesneven;2.7;4.8;35.0;2.0;30.3
29160;Plabennec;1.2;2.5;21.0;1.0;37.2
29178;Ploudalmézeau;1.6;3.2;20.0;1.0;31.6
29220;Pont-l'Abbé;4.8;3.3;28.0;4.0;20.1
29259;Saint-Pol-de-Léon;3.0;3.0;20.0;2.0;26.9
29274;Scaër;1.9;3.2;17.0;1.0;13.4
29277;Sizun;4.3;3.5;8.0;1.0;21.9
29293;Trégunc;1.4;2.7;19.0;1.0;25.7
2A228;Pietrosella;5.1;1.0;2.0;1.0;19.0
2A272;Sartène;8.8;2.6;9.0;3.0;20.5
2B123;Ghisonaccia;2.4;2.4;10.0;1.0;12.2
2B134;L'Île-Rousse;0.0;3.4;11.0;0.0;21.5
30003;Aigues-Mortes;3.5;2.2;19.0;3.0;16.3
30012;Aramon;2.4;4.3;18.0;1.0;23.1
30227;Saint-Ambroix;0.0;4.8;16.0;0.0;12.6
30341;Vauvert;0.9;2.4;27.0;1.0;18.6
31020;Aspet;11.3;11.3;10.0;1.0;29.4
31106;Caraman;7.9;3.2;8.0;2.0;31.1
31232;Grenade;2.3;2.1;19.0;2.0;24.4
31324;Martres-Tolosane;8.3;4.6;11.0;2.0;20.2
31396;Nailloux;2.5;3.3;13.0;1.0;25.9
31503;Saint-Martory;0.0;3.8;4.0;0.0;18.5
32106;Cologne;0.0;7.5;7.0;0.0;9.9
32107;Condom;6.2;4.9;32.0;4.0;27.3
32208;Lectoure;16.3;5.2;19.0;6.0;37.5
32249;Mauvezin;8.9;7.2;16.0;2.0;27.8
32252;Miélan;0.0;9.8;11.0;0.0;27.2
32256;Mirande;8.7;6.4;22.0;3.0;30.0
32285;Montesquiou;17.5;10.5;6.0;1.0;17.6
32426;Seissan;9.1;6.4;7.0;1.0;22.5
32459;Valence-sur-Baïse;0.0;5.4;6.0;0.0;17.2
33067;Bourg;8.7;4.3;10.0;2.0;15.3
33081;Cadillac-sur-Garonne;10.5;4.6;13.0;3.0;18.0
33352;La Réole;6.9;5.3;23.0;3.0;13.5
33366;Saint-André-de-Cubzac;1.6;2.0;25.0;2.0;15.5
34245;Saint-Chinian;5.9;4.7;8.0;1.0;17.1
34293;La Salvetat-sur-Agout;8.9;10.6;12.0;1.0;6.3
35037;Bréal-sous-Montfort;4.6;1.2;8.0;3.0;30.0
35049;Cancale;3.8;2.1;11.0;2.0;31.6
35085;Combourg;4.9;2.8;17.0;3.0;24.9
35093;Dinard;2.9;2.2;23.0;3.0;30.9
35095;Dol-de-Bretagne;3.5;2.1;12.0;2.0;21.1
35125;La Guerche-de-Bretagne;4.7;3.1;13.0;2.0;20.2
35136;Janzé;2.3;1.5;13.0;2.0;27.3
35207;Noyal-sur-Vilaine;3.3;2.8;17.0;2.0;31.3
35219;Pipriac;2.6;0.5;2.0;1.0;35.5
35222;Pleine-Fougères;5.1;3.0;6.0;1.0;17.5
35227;Pleumeleuc;2.9;1.7;6.0;1.0;27.1
35228;Pleurtuit;4.3;1.6;11.0;3.0;25.1
35253;Saint-Aubin-du-Cormier;4.9;3.5;14.0;2.0;29.0
35308;Mesnil-Roc'h;4.6;2.3;10.0;2.0;17.6
35337;Tinténiac;2.6;5.6;21.0;1.0;31.6
36208;Sainte-Sévère-sur-Indre;12.9;10.3;8.0;1.0;25.0
36241;Villedieu-sur-Indre;3.7;2.6;7.0;1.0;19.4
37115;Descartes;12.0;6.0;20.0;4.0;13.2
37119;L'Île-Bouchard;13.2;5.3;8.0;2.0;19.6
37132;Loches;9.7;3.1;19.0;6.0;18.9
37189;Preuilly-sur-Claise;9.9;9.9;10.0;1.0;16.0
37196;Richelieu;18.1;7.3;12.0;3.0;11.1
38314;Pontcharra;4.1;1.9;14.0;3.0;22.5
38416;Saint-Marcellin;3.9;2.1;16.0;3.0;19.4
38509;La Tour-du-Pin;2.5;3.6;29.0;2.0;19.1
38548;Villard-de-Lans;4.7;3.5;15.0;2.0;42.3
39013;Arbois;12.3;3.4;11.0;4.0;20.0
39016;Arinthod;9.0;9.0;10.0;1.0;23.3
40001;Aire-sur-l'Adour;4.8;4.0;25.0;3.0;25.5
40282;Saint-Sever;6.1;3.0;15.0;3.0;31.7
41106;Lamotte-Beuvron;4.3;3.0;14.0;2.0;17.8
41198;Saint-Aignan;7.0;5.6;16.0;2.0;17.4
41232;Salbris;2.0;5.3;26.0;1.0;20.5
43012;Aurec-sur-Loire;3.2;3.6;22.0;2.0;19.4
43040;Brioude;3.1;4.1;27.0;2.0;18.1
43080;Craponne-sur-Arzon;10.2;5.1;10.0;2.0;15.4
43137;Monistrol-sur-Loire;2.2;2.9;26.0;2.0;29.3
43177;Saint-Didier-en-Velay;2.9;3.5;12.0;1.0;32.6
43205;Saint-Just-Malmont;4.7;1.9;8.0;2.0;22.3
43224;Sainte-Sigolène;3.3;2.0;12.0;2.0;19.8
43244;Tence;6.5;5.8;18.0;2.0;18.5
44043;Clisson;2.7;4.0;30.0;2.0;27.9
44071;Haute-Goulaine;1.7;2.2;13.0;1.0;29.4
44129;Pontchâteau;1.8;3.4;37.0;2.0;27.5
44186;Sainte-Pazanne;1.4;2.4;17.0;1.0;31.9
45146;La Ferté-Saint-Aubin;2.7;2.4;18.0;2.0;21.4
45224;Neuville-aux-Bois;2.0;3.8;19.0;1.0;28.7
46029;Biars-sur-Cère;10.0;4.0;8.0;2.0;18.6
46066;Cazals;15.6;9.3;6.0;1.0;13.7
46128;Gramat;8.6;4.3;15.0;3.0;24.4
46148;Lalbenque;5.4;5.4;10.0;1.0;23.2
46182;Luzech;11.3;7.9;14.0;2.0;19.1
47015;Astaffort;4.9;4.4;9.0;1.0;18.8
47175;Monflanquin;4.3;6.8;16.0;1.0;24.1
47195;Nérac;7.3;3.4;23.0;5.0;24.9
47210;Port-Sainte-Marie;5.4;3.3;6.0;1.0;18.1
48075;Ispagnac;11.1;6.7;6.0;1.0;16.5
48156;Saint-Germain-du-Teil;11.6;3.5;3.0;1.0;30.9
49018;Baugé-en-Anjou;4.3;5.7;67.0;5.0;19.8
49125;Doué-en-Anjou;1.8;3.3;37.0;2.0;20.0
50003;Agon-Coutainville;7.0;6.6;19.0;2.0;46.1
50074;Brécey;4.6;8.3;18.0;1.0;20.1
50237;La Haye-Pesnel;7.9;6.3;8.0;1.0;18.2
50412;Port-Bail-sur-Mer;7.9;3.5;9.0;2.0;24.5
50487;Saint-James;2.0;4.9;24.0;1.0;18.1
50539;Saint-Pierre-Église;5.5;7.7;14.0;1.0;23.1
50562;Saint-Vaast-la-Hougue;11.8;7.6;13.0;2.0;19.6
51250;Fismes;1.7;3.1;18.0;1.0;13.5
51388;Mourmelon-le-Grand;1.9;6.4;33.0;1.0;14.1
51423;Pargny-sur-Saulx;5.8;7.5;13.0;1.0;11.5
51531;Sermaize-les-Bains;5.6;8.4;15.0;1.0;24.8
52064;Bourmont-entre-Meuse-et-Mouzon;39.0;11.7;9.0;3.0;16.2
52114;Châteauvillain;6.4;3.8;6.0;1.0;16.3
52177;Doulaincourt-Saucourt;12.8;12.8;10.0;1.0;74.2
52353;Nogent;5.6;3.6;13.0;2.0;17.7
52444;Saint-Blin;28.8;14.4;5.0;1.0;10.2
53077;Cossé-le-Vivien;9.3;5.0;16.0;3.0;36.4
53127;Lassay-les-Châteaux;4.5;4.0;9.0;1.0;24.6
53147;Mayenne;4.7;4.4;56.0;6.0;32.8
53185;Pré-en-Pail-Saint-Samson;4.4;5.2;12.0;1.0;25.8
53271;Villaines-la-Juhel;3.7;5.9;16.0;1.0;26.0
54039;Baccarat;7.2;2.9;12.0;3.0;17.8
54129;Cirey-sur-Vezouze;6.2;8.8;14.0;1.0;10.3
54397;Neuves-Maisons;1.5;2.1;14.0;1.0;28.9
54400;Nomeny;8.8;7.0;8.0;1.0;18.1
54563;Vézelise;0.0;3.7;5.0;0.0;15.3
55063;Bouligny;4.1;4.5;11.0;1.0;11.0
56010;Baud;4.8;3.2;20.0;3.0;26.2
56067;Grand-Champ;0.0;4.6;26.0;0.0;35.3
56117;Locminé;4.4;6.1;28.0;2.0;25.6
56123;Malansac;4.5;5.0;11.0;1.0;24.1
56152;Le Palais;7.9;4.7;12.0;2.0;14.8
57132;Château-Salins;8.7;6.5;15.0;2.0;24.3
57177;Dieuze;7.2;8.9;25.0;2.0;26.7
58059;La Charité-sur-Loire;8.6;4.5;21.0;4.0;16.0
58149;Luzy;10.0;5.5;11.0;2.0;19.2
59036;Avesnes-sur-Helpe;7.2;5.8;24.0;3.0;12.1
60103;Bresles;2.5;3.0;12.0;1.0;15.7
60178;Crèvecœur-le-Grand;2.9;4.3;15.0;1.0;12.9
60245;Formerie;4.7;5.2;11.0;1.0;15.9
60286;Grandvilliers;3.6;5.7;16.0;1.0;13.9
60333;Lachapelle-aux-Pots;0.0;2.5;4.0;0.0;12.9
60509;Pont-Sainte-Maxence;1.6;2.2;27.0;2.0;17.6
61145;Domfront en Poiraie;2.4;2.6;11.0;1.0;17.6
61153;Écouché-les-Vallées;4.5;3.6;8.0;1.0;20.9
61293;Mortagne-au-Perche;13.3;2.7;10.0;5.0;16.1
61345;Rémalard en Perche;5.3;7.4;14.0;1.0;15.4
62048;Auchel;2.0;3.5;36.0;2.0;11.2
62194;Calonne-Ricouart;1.8;3.1;17.0;1.0;10.2
62894;Wimille;7.6;2.3;9.0;3.0;19.6
63003;Ambert;4.5;3.0;20.0;3.0;18.0
63004;Les Ancizes-Comps;11.7;3.5;6.0;2.0;20.3
63009;Ardes;16.7;15.1;9.0;1.0;5.3
63038;Besse-et-Saint-Anastaise;13.6;16.9;25.0;2.0;27.8
63245;Mozac;5.2;2.3;9.0;2.0;20.7
63283;Pontaumur;15.8;15.8;10.0;1.0;22.3
63295;Randan;12.4;4.3;7.0;2.0;10.8
63305;Rochefort-Montagne;11.8;5.9;5.0;1.0;26.2
63338;Saint-Éloy-les-Mines;2.9;7.7;27.0;1.0;13.6
63352;Saint-Germain-Lembron;5.0;4.0;8.0;1.0;19.6
64260;Hendaye;2.3;2.6;45.0;4.0;21.8
64513;Sauveterre-de-Béarn;0.0;8.0;11.0;0.0;22.2
65129;Castelnau-Magnoac;12.6;8.8;7.0;1.0;20.4
65388;Saint-Lary-Soulan;23.9;13.1;11.0;2.0;18.1
66025;Bourg-Madame;8.3;9.1;11.0;1.0;25.4
66088;Ille-sur-Têt;1.8;2.5;14.0;1.0;16.0
66167;Saillagouse;8.5;6.0;7.0;1.0;16.8
66187;Saint-Paul-de-Fenouillet;11.2;6.7;12.0;2.0;16.4
67066;La Broque;3.8;2.7;7.0;1.0;17.1
67222;Ingwiller;2.5;1.7;7.0;1.0;15.5
67300;Molsheim;3.2;4.0;37.0;3.0;25.8
67388;Reichshoffen;5.5;1.7;9.0;3.0;16.5
67544;Wissembourg;8.0;3.9;29.0;6.0;17.8
68004;Altkirch;10.6;3.7;21.0;6.0;24.0
69006;Amplepuis;4.1;5.5;27.0;2.0;18.9
69201;Sainte-Foy-l'Argentière;7.8;7.0;9.0;1.0;12.5
70279;Gray;5.4;8.5;47.0;3.0;17.4
